Date,Sunrise,Sunset,Daylength,HourofDay,HourNumber,Day,Day_No.,NumberTripsperday,RelativeFrequency,PercentageTripperHour,Numberoftripsperhour,Day_or_Night,1_or_0
1/1/2019,08:17 ? (129°),16:02 ? (231°),7:45:26,0:00:00,1,Tuesday,2,"222,652",0.007,0.014,"3,117",Night,0
1/1/2019,,,,1:00:00,2,Tuesday,2,"222,652",0.003,0.006,"1,336",Night,0
1/1/2019,,,,2:00:00,3,Tuesday,2,"222,652",0.001,0.002,445,Night,0
1/1/2019,,,,3:00:00,4,Tuesday,2,"222,652",0.001,0.002,445,Night,0
1/1/2019,,,,4:00:00,5,Tuesday,2,"222,652",0.001,0.002,445,Night,0
1/1/2019,,,,5:00:00,6,Tuesday,2,"222,652",0.002,0.004,891,Night,0
1/1/2019,,,,6:00:00,7,Tuesday,2,"222,652",0.007,0.014,"3,117",Night,0
1/1/2019,,,,7:00:00,8,Tuesday,2,"222,652",0.024,0.048,"10,687",Night,0
1/1/2019,,,,8:00:00,9,Tuesday,2,"222,652",0.039,0.078,"17,367",Day,1
1/1/2019,,,,9:00:00,10,Tuesday,2,"222,652",0.028,0.056,"12,469",Day,1
1/1/2019,,,,10:00:00,11,Tuesday,2,"222,652",0.025,0.05,"11,133",Day,1
1/1/2019,,,,11:00:00,12,Tuesday,2,"222,652",0.025,0.05,"11,133",Day,1
1/1/2019,,,,12:00:00,13,Tuesday,2,"222,652",0.031,0.062,"13,804",Day,1
1/1/2019,,,,13:00:00,14,Tuesday,2,"222,652",0.037,0.074,"16,476",Day,1
1/1/2019,,,,14:00:00,15,Tuesday,2,"222,652",0.031,0.062,"13,804",Day,1
1/1/2019,,,,15:00:00,16,Tuesday,2,"222,652",0.026,0.052,"11,578",Day,1
1/1/2019,,,,16:00:00,17,Tuesday,2,"222,652",0.031,0.062,"13,804",Day,1
1/1/2019,,,,17:00:00,18,Tuesday,2,"222,652",0.037,0.074,"16,476",Night,0
1/1/2019,,,,18:00:00,19,Tuesday,2,"222,652",0.043,0.086,"19,148",Night,0
1/1/2019,,,,19:00:00,20,Tuesday,2,"222,652",0.041,0.082,"18,257",Night,0
1/1/2019,,,,20:00:00,21,Tuesday,2,"222,652",0.028,0.056,"12,469",Night,0
1/1/2019,,,,21:00:00,22,Tuesday,2,"222,652",0.016,0.032,"7,125",Night,0
1/1/2019,,,,22:00:00,23,Tuesday,2,"222,652",0.011,0.022,"4,898",Night,0
1/1/2019,,,,23:00:00,24,Tuesday,2,"222,652",0.010,0.02,"4,453",Night,0
1/2/2019,08:17 ? (128°),16:03 ? (232°),7:46:39,0:00:00,25,Wednesday,3,"180,019",0.008,0.016,"2,880",Night,0
1/2/2019,,,,1:00:00,26,Wednesday,3,"180,019",0.004,0.008,"1,440",Night,0
1/2/2019,,,,2:00:00,27,Wednesday,3,"180,019",0.001,0.002,360,Night,0
1/2/2019,,,,3:00:00,28,Wednesday,3,"180,019",0.001,0.002,360,Night,0
1/2/2019,,,,4:00:00,29,Wednesday,3,"180,019",0.001,0.002,360,Night,0
1/2/2019,,,,5:00:00,30,Wednesday,3,"180,019",0.002,0.004,720,Night,0
1/2/2019,,,,6:00:00,31,Wednesday,3,"180,019",0.007,0.014,"2,520",Night,0
1/2/2019,,,,7:00:00,32,Wednesday,3,"180,019",0.025,0.05,"9,001",Night,0
1/2/2019,,,,8:00:00,33,Wednesday,3,"180,019",0.038,0.076,"13,681",Day,1
1/2/2019,,,,9:00:00,34,Wednesday,3,"180,019",0.028,0.056,"10,081",Day,1
1/2/2019,,,,10:00:00,35,Wednesday,3,"180,019",0.025,0.05,"9,001",Day,1
1/2/2019,,,,11:00:00,36,Wednesday,3,"180,019",0.025,0.05,"9,001",Day,1
1/2/2019,,,,12:00:00,37,Wednesday,3,"180,019",0.032,0.064,"11,521",Day,1
1/2/2019,,,,13:00:00,38,Wednesday,3,"180,019",0.037,0.074,"13,321",Day,1
1/2/2019,,,,14:00:00,39,Wednesday,3,"180,019",0.031,0.062,"11,161",Day,1
1/2/2019,,,,15:00:00,40,Wednesday,3,"180,019",0.026,0.052,"9,361",Day,1
1/2/2019,,,,16:00:00,41,Wednesday,3,"180,019",0.031,0.062,"11,161",Day,1
1/2/2019,,,,17:00:00,42,Wednesday,3,"180,019",0.036,0.072,"12,961",Night,0
1/2/2019,,,,18:00:00,43,Wednesday,3,"180,019",0.042,0.084,"15,122",Night,0
1/2/2019,,,,19:00:00,44,Wednesday,3,"180,019",0.041,0.082,"14,762",Night,0
1/2/2019,,,,20:00:00,45,Wednesday,3,"180,019",0.028,0.056,"10,081",Night,0
1/2/2019,,,,21:00:00,46,Wednesday,3,"180,019",0.018,0.036,"6,481",Night,0
1/2/2019,,,,22:00:00,47,Wednesday,3,"180,019",0.012,0.024,"4,320",Night,0
1/2/2019,,,,23:00:00,48,Wednesday,3,"180,019",0.010,0.02,"3,600",Night,0
1/3/2019,08:16 ? (128°),16:04 ? (232°),7:48:00,0:00:00,49,Thursday,4,"182,741",0.010,0.02,"3,655",Night,0
1/3/2019,,,,1:00:00,50,Thursday,4,"182,741",0.006,0.012,"2,193",Night,0
1/3/2019,,,,2:00:00,51,Thursday,4,"182,741",0.001,0.002,365,Night,0
1/3/2019,,,,3:00:00,52,Thursday,4,"182,741",0.001,0.002,365,Night,0
1/3/2019,,,,4:00:00,53,Thursday,4,"182,741",0.001,0.002,365,Night,0
1/3/2019,,,,5:00:00,54,Thursday,4,"182,741",0.002,0.004,731,Night,0
1/3/2019,,,,6:00:00,55,Thursday,4,"182,741",0.007,0.014,"2,558",Night,0
1/3/2019,,,,7:00:00,56,Thursday,4,"182,741",0.025,0.05,"9,137",Night,0
1/3/2019,,,,8:00:00,57,Thursday,4,"182,741",0.039,0.078,"14,254",Day,1
1/3/2019,,,,9:00:00,58,Thursday,4,"182,741",0.029,0.058,"10,599",Day,1
1/3/2019,,,,10:00:00,59,Thursday,4,"182,741",0.025,0.05,"9,137",Day,1
1/3/2019,,,,11:00:00,60,Thursday,4,"182,741",0.026,0.052,"9,503",Day,1
1/3/2019,,,,12:00:00,61,Thursday,4,"182,741",0.032,0.064,"11,695",Day,1
1/3/2019,,,,13:00:00,62,Thursday,4,"182,741",0.037,0.074,"13,523",Day,1
1/3/2019,,,,14:00:00,63,Thursday,4,"182,741",0.030,0.06,"10,964",Day,1
1/3/2019,,,,15:00:00,64,Thursday,4,"182,741",0.026,0.052,"9,503",Day,1
1/3/2019,,,,16:00:00,65,Thursday,4,"182,741",0.031,0.062,"11,330",Day,1
1/3/2019,,,,17:00:00,66,Thursday,4,"182,741",0.036,0.072,"13,157",Night,0
1/3/2019,,,,18:00:00,67,Thursday,4,"182,741",0.041,0.082,"14,985",Night,0
1/3/2019,,,,19:00:00,68,Thursday,4,"182,741",0.040,0.08,"14,619",Night,0
1/3/2019,,,,20:00:00,69,Thursday,4,"182,741",0.028,0.056,"10,233",Night,0
1/3/2019,,,,21:00:00,70,Thursday,4,"182,741",0.017,0.034,"6,213",Night,0
1/3/2019,,,,22:00:00,71,Thursday,4,"182,741",0.012,0.024,"4,386",Night,0
1/3/2019,,,,23:00:00,72,Thursday,4,"182,741",0.011,0.022,"4,020",Night,0
1/4/2019,08:16 ? (128°),16:06 ? (232°),7:49:26,0:00:00,73,Friday,5,"188,364",0.011,0.022,"4,144",Night,0
1/4/2019,,,,1:00:00,74,Friday,5,"188,364",0.006,0.012,"2,260",Night,0
1/4/2019,,,,2:00:00,75,Friday,5,"188,364",0.002,0.004,753,Night,0
1/4/2019,,,,3:00:00,76,Friday,5,"188,364",0.001,0.002,377,Night,0
1/4/2019,,,,4:00:00,77,Friday,5,"188,364",0.001,0.002,377,Night,0
1/4/2019,,,,5:00:00,78,Friday,5,"188,364",0.002,0.004,753,Night,0
1/4/2019,,,,6:00:00,79,Friday,5,"188,364",0.007,0.014,"2,637",Night,0
1/4/2019,,,,7:00:00,80,Friday,5,"188,364",0.023,0.046,"8,665",Night,0
1/4/2019,,,,8:00:00,81,Friday,5,"188,364",0.037,0.074,"13,939",Day,1
1/4/2019,,,,9:00:00,82,Friday,5,"188,364",0.028,0.056,"10,548",Day,1
1/4/2019,,,,10:00:00,83,Friday,5,"188,364",0.024,0.048,"9,041",Day,1
1/4/2019,,,,11:00:00,84,Friday,5,"188,364",0.025,0.05,"9,418",Day,1
1/4/2019,,,,12:00:00,85,Friday,5,"188,364",0.032,0.064,"12,055",Day,1
1/4/2019,,,,13:00:00,86,Friday,5,"188,364",0.035,0.07,"13,185",Day,1
1/4/2019,,,,14:00:00,87,Friday,5,"188,364",0.031,0.062,"11,679",Day,1
1/4/2019,,,,15:00:00,88,Friday,5,"188,364",0.027,0.054,"10,172",Day,1
1/4/2019,,,,16:00:00,89,Friday,5,"188,364",0.031,0.062,"11,679",Day,1
1/4/2019,,,,17:00:00,90,Friday,5,"188,364",0.037,0.074,"13,939",Night,0
1/4/2019,,,,18:00:00,91,Friday,5,"188,364",0.040,0.08,"15,069",Night,0
1/4/2019,,,,19:00:00,92,Friday,5,"188,364",0.039,0.078,"14,692",Night,0
1/4/2019,,,,20:00:00,93,Friday,5,"188,364",0.029,0.058,"10,925",Night,0
1/4/2019,,,,21:00:00,94,Friday,5,"188,364",0.018,0.036,"6,781",Night,0
1/4/2019,,,,22:00:00,95,Friday,5,"188,364",0.014,0.028,"5,274",Night,0
1/4/2019,,,,23:00:00,96,Friday,5,"188,364",0.012,0.024,"4,521",Night,0
1/5/2019,08:16 ? (128°),16:07 ? (232°),7:50:59,0:00:00,97,Saturday,6,"160,108",0.008,0.016,"2,562",Night,0
1/5/2019,,,,1:00:00,98,Saturday,6,"160,108",0.003,0.006,961,Night,0
1/5/2019,,,,2:00:00,99,Saturday,6,"160,108",0.004,0.008,"1,281",Night,0
1/5/2019,,,,3:00:00,100,Saturday,6,"160,108",0.003,0.006,961,Night,0
1/5/2019,,,,4:00:00,101,Saturday,6,"160,108",0.002,0.004,640,Night,0
1/5/2019,,,,5:00:00,102,Saturday,6,"160,108",0.002,0.004,640,Night,0
1/5/2019,,,,6:00:00,103,Saturday,6,"160,108",0.005,0.01,"1,601",Night,0
1/5/2019,,,,7:00:00,104,Saturday,6,"160,108",0.013,0.026,"4,163",Night,0
1/5/2019,,,,8:00:00,105,Saturday,6,"160,108",0.022,0.044,"7,045",Day,1
1/5/2019,,,,9:00:00,106,Saturday,6,"160,108",0.028,0.056,"8,966",Day,1
1/5/2019,,,,10:00:00,107,Saturday,6,"160,108",0.033,0.066,"10,567",Day,1
1/5/2019,,,,11:00:00,108,Saturday,6,"160,108",0.036,0.072,"11,528",Day,1
1/5/2019,,,,12:00:00,109,Saturday,6,"160,108",0.039,0.078,"12,488",Day,1
1/5/2019,,,,13:00:00,110,Saturday,6,"160,108",0.029,0.058,"9,286",Day,1
1/5/2019,,,,14:00:00,111,Saturday,6,"160,108",0.024,0.048,"7,685",Day,1
1/5/2019,,,,15:00:00,112,Saturday,6,"160,108",0.025,0.05,"8,005",Day,1
1/5/2019,,,,16:00:00,113,Saturday,6,"160,108",0.029,0.058,"9,286",Day,1
1/5/2019,,,,17:00:00,114,Saturday,6,"160,108",0.034,0.068,"10,887",Night,0
1/5/2019,,,,18:00:00,115,Saturday,6,"160,108",0.038,0.076,"12,168",Night,0
1/5/2019,,,,19:00:00,116,Saturday,6,"160,108",0.040,0.08,"12,809",Night,0
1/5/2019,,,,20:00:00,117,Saturday,6,"160,108",0.030,0.06,"9,606",Night,0
1/5/2019,,,,21:00:00,118,Saturday,6,"160,108",0.016,0.032,"5,123",Night,0
1/5/2019,,,,22:00:00,119,Saturday,6,"160,108",0.015,0.03,"4,803",Night,0
1/5/2019,,,,23:00:00,120,Saturday,6,"160,108",0.016,0.032,"5,123",Night,0
1/6/2019,08:16 ? (128°),16:08 ? (232°),7:52:37,0:00:00,121,Sunday,7,"134,960",0.000,0,0,Night,0
1/6/2019,,,,1:00:00,122,Sunday,7,"134,960",0.000,0,0,Night,0
1/6/2019,,,,2:00:00,123,Sunday,7,"134,960",0.007,0.014,"1,889",Night,0
1/6/2019,,,,3:00:00,124,Sunday,7,"134,960",0.005,0.01,"1,350",Night,0
1/6/2019,,,,4:00:00,125,Sunday,7,"134,960",0.004,0.008,"1,080",Night,0
1/6/2019,,,,5:00:00,126,Sunday,7,"134,960",0.002,0.004,540,Night,0
1/6/2019,,,,6:00:00,127,Sunday,7,"134,960",0.003,0.006,810,Night,0
1/6/2019,,,,7:00:00,128,Sunday,7,"134,960",0.008,0.016,"2,159",Night,0
1/6/2019,,,,8:00:00,129,Sunday,7,"134,960",0.015,0.03,"4,049",Day,1
1/6/2019,,,,9:00:00,130,Sunday,7,"134,960",0.027,0.054,"7,288",Day,1
1/6/2019,,,,10:00:00,131,Sunday,7,"134,960",0.034,0.068,"9,177",Day,1
1/6/2019,,,,11:00:00,132,Sunday,7,"134,960",0.038,0.076,"10,257",Day,1
1/6/2019,,,,12:00:00,133,Sunday,7,"134,960",0.042,0.084,"11,337",Day,1
1/6/2019,,,,13:00:00,134,Sunday,7,"134,960",0.021,0.042,"5,668",Day,1
1/6/2019,,,,14:00:00,135,Sunday,7,"134,960",0.021,0.042,"5,668",Day,1
1/6/2019,,,,15:00:00,136,Sunday,7,"134,960",0.026,0.052,"7,018",Day,1
1/6/2019,,,,16:00:00,137,Sunday,7,"134,960",0.031,0.062,"8,368",Day,1
1/6/2019,,,,17:00:00,138,Sunday,7,"134,960",0.040,0.08,"10,797",Night,0
1/6/2019,,,,18:00:00,139,Sunday,7,"134,960",0.042,0.084,"11,337",Night,0
1/6/2019,,,,19:00:00,140,Sunday,7,"134,960",0.045,0.09,"12,146",Night,0
1/6/2019,,,,20:00:00,141,Sunday,7,"134,960",0.033,0.066,"8,907",Night,0
1/6/2019,,,,21:00:00,142,Sunday,7,"134,960",0.024,0.048,"6,478",Night,0
1/6/2019,,,,22:00:00,143,Sunday,7,"134,960",0.020,0.04,"5,398",Night,0
1/6/2019,,,,23:00:00,144,Sunday,7,"134,960",0.016,0.032,"4,319",Night,0
1/7/2019,08:15 ? (127°),16:09 ? (233°),7:54:22,0:00:00,145,Monday,1,"220,880",0.013,0.026,"5,743",Night,0
1/7/2019,,,,1:00:00,146,Monday,1,"220,880",0.006,0.012,"2,651",Night,0
1/7/2019,,,,2:00:00,147,Monday,1,"220,880",0.001,0.002,442,Night,0
1/7/2019,,,,3:00:00,148,Monday,1,"220,880",0.001,0.002,442,Night,0
1/7/2019,,,,4:00:00,149,Monday,1,"220,880",0.001,0.002,442,Night,0
1/7/2019,,,,5:00:00,150,Monday,1,"220,880",0.002,0.004,884,Night,0
1/7/2019,,,,6:00:00,151,Monday,1,"220,880",0.007,0.014,"3,092",Night,0
1/7/2019,,,,7:00:00,152,Monday,1,"220,880",0.024,0.048,"10,602",Night,0
1/7/2019,,,,8:00:00,153,Monday,1,"220,880",0.038,0.076,"16,787",Day,1
1/7/2019,,,,9:00:00,154,Monday,1,"220,880",0.027,0.054,"11,928",Day,1
1/7/2019,,,,10:00:00,155,Monday,1,"220,880",0.026,0.052,"11,486",Day,1
1/7/2019,,,,11:00:00,156,Monday,1,"220,880",0.026,0.052,"11,486",Day,1
1/7/2019,,,,12:00:00,157,Monday,1,"220,880",0.031,0.062,"13,695",Day,1
1/7/2019,,,,13:00:00,158,Monday,1,"220,880",0.037,0.074,"16,345",Day,1
1/7/2019,,,,14:00:00,159,Monday,1,"220,880",0.031,0.062,"13,695",Day,1
1/7/2019,,,,15:00:00,160,Monday,1,"220,880",0.026,0.052,"11,486",Day,1
1/7/2019,,,,16:00:00,161,Monday,1,"220,880",0.032,0.064,"14,136",Day,1
1/7/2019,,,,17:00:00,162,Monday,1,"220,880",0.036,0.072,"15,903",Night,0
1/7/2019,,,,18:00:00,163,Monday,1,"220,880",0.042,0.084,"18,554",Night,0
1/7/2019,,,,19:00:00,164,Monday,1,"220,880",0.040,0.08,"17,670",Night,0
1/7/2019,,,,20:00:00,165,Monday,1,"220,880",0.027,0.054,"11,928",Night,0
1/7/2019,,,,21:00:00,166,Monday,1,"220,880",0.017,0.034,"7,510",Night,0
1/7/2019,,,,22:00:00,167,Monday,1,"220,880",0.011,0.022,"4,859",Night,0
1/7/2019,,,,23:00:00,168,Monday,1,"220,880",0.010,0.02,"4,418",Night,0
1/8/2019,08:15 ? (127°),16:11 ? (233°),7:56:12,0:00:00,169,Tuesday,2,"222,652",0.007,0.014,"3,117",Night,0
1/8/2019,,,,1:00:00,170,Tuesday,2,"222,652",0.003,0.006,"1,336",Night,0
1/8/2019,,,,2:00:00,171,Tuesday,2,"222,652",0.001,0.002,445,Night,0
1/8/2019,,,,3:00:00,172,Tuesday,2,"222,652",0.001,0.002,445,Night,0
1/8/2019,,,,4:00:00,173,Tuesday,2,"222,652",0.001,0.002,445,Night,0
1/8/2019,,,,5:00:00,174,Tuesday,2,"222,652",0.002,0.004,891,Night,0
1/8/2019,,,,6:00:00,175,Tuesday,2,"222,652",0.007,0.014,"3,117",Night,0
1/8/2019,,,,7:00:00,176,Tuesday,2,"222,652",0.024,0.048,"10,687",Night,0
1/8/2019,,,,8:00:00,177,Tuesday,2,"222,652",0.039,0.078,"17,367",Day,1
1/8/2019,,,,9:00:00,178,Tuesday,2,"222,652",0.028,0.056,"12,469",Day,1
1/8/2019,,,,10:00:00,179,Tuesday,2,"222,652",0.025,0.05,"11,133",Day,1
1/8/2019,,,,11:00:00,180,Tuesday,2,"222,652",0.025,0.05,"11,133",Day,1
1/8/2019,,,,12:00:00,181,Tuesday,2,"222,652",0.031,0.062,"13,804",Day,1
1/8/2019,,,,13:00:00,182,Tuesday,2,"222,652",0.037,0.074,"16,476",Day,1
1/8/2019,,,,14:00:00,183,Tuesday,2,"222,652",0.031,0.062,"13,804",Day,1
1/8/2019,,,,15:00:00,184,Tuesday,2,"222,652",0.026,0.052,"11,578",Day,1
1/8/2019,,,,16:00:00,185,Tuesday,2,"222,652",0.031,0.062,"13,804",Day,1
1/8/2019,,,,17:00:00,186,Tuesday,2,"222,652",0.037,0.074,"16,476",Night,0
1/8/2019,,,,18:00:00,187,Tuesday,2,"222,652",0.043,0.086,"19,148",Night,0
1/8/2019,,,,19:00:00,188,Tuesday,2,"222,652",0.041,0.082,"18,257",Night,0
1/8/2019,,,,20:00:00,189,Tuesday,2,"222,652",0.028,0.056,"12,469",Night,0
1/8/2019,,,,21:00:00,190,Tuesday,2,"222,652",0.016,0.032,"7,125",Night,0
1/8/2019,,,,22:00:00,191,Tuesday,2,"222,652",0.011,0.022,"4,898",Night,0
1/8/2019,,,,23:00:00,192,Tuesday,2,"222,652",0.010,0.02,"4,453",Night,0
1/9/2019,08:14 ? (127°),16:12 ? (233°),7:58:08,0:00:00,193,Wednesday,3,"180,019",0.008,0.016,"2,880",Night,0
1/9/2019,,,,1:00:00,194,Wednesday,3,"180,019",0.004,0.008,"1,440",Night,0
1/9/2019,,,,2:00:00,195,Wednesday,3,"180,019",0.001,0.002,360,Night,0
1/9/2019,,,,3:00:00,196,Wednesday,3,"180,019",0.001,0.002,360,Night,0
1/9/2019,,,,4:00:00,197,Wednesday,3,"180,019",0.001,0.002,360,Night,0
1/9/2019,,,,5:00:00,198,Wednesday,3,"180,019",0.002,0.004,720,Night,0
1/9/2019,,,,6:00:00,199,Wednesday,3,"180,019",0.007,0.014,"2,520",Night,0
1/9/2019,,,,7:00:00,200,Wednesday,3,"180,019",0.025,0.05,"9,001",Night,0
1/9/2019,,,,8:00:00,201,Wednesday,3,"180,019",0.038,0.076,"13,681",Day,1
1/9/2019,,,,9:00:00,202,Wednesday,3,"180,019",0.028,0.056,"10,081",Day,1
1/9/2019,,,,10:00:00,203,Wednesday,3,"180,019",0.025,0.05,"9,001",Day,1
1/9/2019,,,,11:00:00,204,Wednesday,3,"180,019",0.025,0.05,"9,001",Day,1
1/9/2019,,,,12:00:00,205,Wednesday,3,"180,019",0.032,0.064,"11,521",Day,1
1/9/2019,,,,13:00:00,206,Wednesday,3,"180,019",0.037,0.074,"13,321",Day,1
1/9/2019,,,,14:00:00,207,Wednesday,3,"180,019",0.031,0.062,"11,161",Day,1
1/9/2019,,,,15:00:00,208,Wednesday,3,"180,019",0.026,0.052,"9,361",Day,1
1/9/2019,,,,16:00:00,209,Wednesday,3,"180,019",0.031,0.062,"11,161",Day,1
1/9/2019,,,,17:00:00,210,Wednesday,3,"180,019",0.036,0.072,"12,961",Night,0
1/9/2019,,,,18:00:00,211,Wednesday,3,"180,019",0.042,0.084,"15,122",Night,0
1/9/2019,,,,19:00:00,212,Wednesday,3,"180,019",0.041,0.082,"14,762",Night,0
1/9/2019,,,,20:00:00,213,Wednesday,3,"180,019",0.028,0.056,"10,081",Night,0
1/9/2019,,,,21:00:00,214,Wednesday,3,"180,019",0.018,0.036,"6,481",Night,0
1/9/2019,,,,22:00:00,215,Wednesday,3,"180,019",0.012,0.024,"4,320",Night,0
1/9/2019,,,,23:00:00,216,Wednesday,3,"180,019",0.010,0.02,"3,600",Night,0
1/10/2019,08:13 ? (127°),16:14 ? (233°),8:00:09,0:00:00,217,Thursday,4,"182,741",0.010,0.02,"3,655",Night,0
1/10/2019,,,,1:00:00,218,Thursday,4,"182,741",0.006,0.012,"2,193",Night,0
1/10/2019,,,,2:00:00,219,Thursday,4,"182,741",0.001,0.002,365,Night,0
1/10/2019,,,,3:00:00,220,Thursday,4,"182,741",0.001,0.002,365,Night,0
1/10/2019,,,,4:00:00,221,Thursday,4,"182,741",0.001,0.002,365,Night,0
1/10/2019,,,,5:00:00,222,Thursday,4,"182,741",0.002,0.004,731,Night,0
1/10/2019,,,,6:00:00,223,Thursday,4,"182,741",0.007,0.014,"2,558",Night,0
1/10/2019,,,,7:00:00,224,Thursday,4,"182,741",0.025,0.05,"9,137",Night,0
1/10/2019,,,,8:00:00,225,Thursday,4,"182,741",0.039,0.078,"14,254",Day,1
1/10/2019,,,,9:00:00,226,Thursday,4,"182,741",0.029,0.058,"10,599",Day,1
1/10/2019,,,,10:00:00,227,Thursday,4,"182,741",0.025,0.05,"9,137",Day,1
1/10/2019,,,,11:00:00,228,Thursday,4,"182,741",0.026,0.052,"9,503",Day,1
1/10/2019,,,,12:00:00,229,Thursday,4,"182,741",0.032,0.064,"11,695",Day,1
1/10/2019,,,,13:00:00,230,Thursday,4,"182,741",0.037,0.074,"13,523",Day,1
1/10/2019,,,,14:00:00,231,Thursday,4,"182,741",0.030,0.06,"10,964",Day,1
1/10/2019,,,,15:00:00,232,Thursday,4,"182,741",0.026,0.052,"9,503",Day,1
1/10/2019,,,,16:00:00,233,Thursday,4,"182,741",0.031,0.062,"11,330",Day,1
1/10/2019,,,,17:00:00,234,Thursday,4,"182,741",0.036,0.072,"13,157",Night,0
1/10/2019,,,,18:00:00,235,Thursday,4,"182,741",0.041,0.082,"14,985",Night,0
1/10/2019,,,,19:00:00,236,Thursday,4,"182,741",0.040,0.08,"14,619",Night,0
1/10/2019,,,,20:00:00,237,Thursday,4,"182,741",0.028,0.056,"10,233",Night,0
1/10/2019,,,,21:00:00,238,Thursday,4,"182,741",0.017,0.034,"6,213",Night,0
1/10/2019,,,,22:00:00,239,Thursday,4,"182,741",0.012,0.024,"4,386",Night,0
1/10/2019,,,,23:00:00,240,Thursday,4,"182,741",0.011,0.022,"4,020",Night,0
1/11/2019,08:13 ? (126°),16:15 ? (234°),8:02:16,0:00:00,241,Friday,5,"188,364",0.011,0.022,"4,144",Night,0
1/11/2019,,,,1:00:00,242,Friday,5,"188,364",0.006,0.012,"2,260",Night,0
1/11/2019,,,,2:00:00,243,Friday,5,"188,364",0.002,0.004,753,Night,0
1/11/2019,,,,3:00:00,244,Friday,5,"188,364",0.001,0.002,377,Night,0
1/11/2019,,,,4:00:00,245,Friday,5,"188,364",0.001,0.002,377,Night,0
1/11/2019,,,,5:00:00,246,Friday,5,"188,364",0.002,0.004,753,Night,0
1/11/2019,,,,6:00:00,247,Friday,5,"188,364",0.007,0.014,"2,637",Night,0
1/11/2019,,,,7:00:00,248,Friday,5,"188,364",0.023,0.046,"8,665",Night,0
1/11/2019,,,,8:00:00,249,Friday,5,"188,364",0.037,0.074,"13,939",Day,1
1/11/2019,,,,9:00:00,250,Friday,5,"188,364",0.028,0.056,"10,548",Day,1
1/11/2019,,,,10:00:00,251,Friday,5,"188,364",0.024,0.048,"9,041",Day,1
1/11/2019,,,,11:00:00,252,Friday,5,"188,364",0.025,0.05,"9,418",Day,1
1/11/2019,,,,12:00:00,253,Friday,5,"188,364",0.032,0.064,"12,055",Day,1
1/11/2019,,,,13:00:00,254,Friday,5,"188,364",0.035,0.07,"13,185",Day,1
1/11/2019,,,,14:00:00,255,Friday,5,"188,364",0.031,0.062,"11,679",Day,1
1/11/2019,,,,15:00:00,256,Friday,5,"188,364",0.027,0.054,"10,172",Day,1
1/11/2019,,,,16:00:00,257,Friday,5,"188,364",0.031,0.062,"11,679",Day,1
1/11/2019,,,,17:00:00,258,Friday,5,"188,364",0.037,0.074,"13,939",Night,0
1/11/2019,,,,18:00:00,259,Friday,5,"188,364",0.040,0.08,"15,069",Night,0
1/11/2019,,,,19:00:00,260,Friday,5,"188,364",0.039,0.078,"14,692",Night,0
1/11/2019,,,,20:00:00,261,Friday,5,"188,364",0.029,0.058,"10,925",Night,0
1/11/2019,,,,21:00:00,262,Friday,5,"188,364",0.018,0.036,"6,781",Night,0
1/11/2019,,,,22:00:00,263,Friday,5,"188,364",0.014,0.028,"5,274",Night,0
1/11/2019,,,,23:00:00,264,Friday,5,"188,364",0.012,0.024,"4,521",Night,0
1/12/2019,08:12 ? (126°),16:17 ? (234°),8:04:28,0:00:00,265,Saturday,6,"160,108",0.008,0.016,"2,562",Night,0
1/12/2019,,,,1:00:00,266,Saturday,6,"160,108",0.003,0.006,961,Night,0
1/12/2019,,,,2:00:00,267,Saturday,6,"160,108",0.004,0.008,"1,281",Night,0
1/12/2019,,,,3:00:00,268,Saturday,6,"160,108",0.003,0.006,961,Night,0
1/12/2019,,,,4:00:00,269,Saturday,6,"160,108",0.002,0.004,640,Night,0
1/12/2019,,,,5:00:00,270,Saturday,6,"160,108",0.002,0.004,640,Night,0
1/12/2019,,,,6:00:00,271,Saturday,6,"160,108",0.005,0.01,"1,601",Night,0
1/12/2019,,,,7:00:00,272,Saturday,6,"160,108",0.013,0.026,"4,163",Night,0
1/12/2019,,,,8:00:00,273,Saturday,6,"160,108",0.022,0.044,"7,045",Day,1
1/12/2019,,,,9:00:00,274,Saturday,6,"160,108",0.028,0.056,"8,966",Day,1
1/12/2019,,,,10:00:00,275,Saturday,6,"160,108",0.033,0.066,"10,567",Day,1
1/12/2019,,,,11:00:00,276,Saturday,6,"160,108",0.036,0.072,"11,528",Day,1
1/12/2019,,,,12:00:00,277,Saturday,6,"160,108",0.039,0.078,"12,488",Day,1
1/12/2019,,,,13:00:00,278,Saturday,6,"160,108",0.029,0.058,"9,286",Day,1
1/12/2019,,,,14:00:00,279,Saturday,6,"160,108",0.024,0.048,"7,685",Day,1
1/12/2019,,,,15:00:00,280,Saturday,6,"160,108",0.025,0.05,"8,005",Day,1
1/12/2019,,,,16:00:00,281,Saturday,6,"160,108",0.029,0.058,"9,286",Day,1
1/12/2019,,,,17:00:00,282,Saturday,6,"160,108",0.034,0.068,"10,887",Night,0
1/12/2019,,,,18:00:00,283,Saturday,6,"160,108",0.038,0.076,"12,168",Night,0
1/12/2019,,,,19:00:00,284,Saturday,6,"160,108",0.040,0.08,"12,809",Night,0
1/12/2019,,,,20:00:00,285,Saturday,6,"160,108",0.030,0.06,"9,606",Night,0
1/12/2019,,,,21:00:00,286,Saturday,6,"160,108",0.016,0.032,"5,123",Night,0
